Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-11-01 00:00:00-04:00,219.73337585269815,224.0888686971337,219.03729633206578,221.6625213623047,65276700,0.0,0.0,AAPL
2024-11-04 00:00:00-05:00,219.7532516264011,221.5431659237015,218.48041626355018,220.7675323486328,44944500,0.0,0.0,AAPL
2024-11-05 00:00:00-05:00,220.55871830266648,222.6966799421733,219.90240829460964,222.19947814941406,28111300,0.0,0.0,AAPL
2024-11-06 00:00:00-05:00,221.36418677402693,224.80482991830564,219.95213547791562,221.47357177734375,54561100,0.0,0.0,AAPL
2024-11-07 00:00:00-05:00,223.37288331058951,226.6046949785728,223.31322152292373,226.20692443847656,42137700,0.0,0.0,AAPL
2024-11-08 00:00:00-05:00,226.1471868576639,227.63048374280507,225.39061415381417,225.93814086914062,38328800,0.25,0.0,AAPL
2024-11-11 00:00:00-05:00,223.9869812033736,224.6838265513218,220.50273927354334,223.22044372558594,42005600,0.0,0.0,AAPL
2024-11-12 00:00:00-05:00,223.53901027898473,224.57432119735213,222.35436559242814,223.22044372558594,40398300,0.0,0.0,AAPL
2024-11-13 00:00:00-05:00,223.00141185159572,225.62952490733255,221.75703985190805,224.10641479492188,48566200,0.0,0.0,AAPL
2024-11-14 00:00:00-05:00,224.00686988588794,227.83952645793332,223.98695568104733,227.1924591064453,44923900,0.0,0.0,AAPL
2024-11-15 00:00:00-05:00,225.38064426033654,225.89830725108274,223.26024476090137,223.98695373535156,47923700,0.0,0.0,AAPL
2024-11-18 00:00:00-05:00,224.23582987715278,228.70561947942855,224.1561882479486,226.9933624267578,44633700,0.0,0.0,AAPL
2024-11-19 00:00:00-05:00,225.95804731142948,229.123737666772,225.63949596937007,227.252197265625,36211800,0.0,0.0,AAPL
2024-11-20 00:00:00-05:00,227.0331781982001,228.89475383274825,224.8729502483013,227.9689483642578,35169600,0.0,0.0,AAPL
2024-11-21 00:00:00-05:00,227.8494838511811,229.12371949855563,224.69375844400457,227.49110412597656,42108300,0.0,0.0,AAPL
2024-11-22 00:00:00-05:00,227.03318893672346,229.6812162999479,227.03318893672346,228.8350372314453,38168300,0.0,0.0,AAPL
2024-11-25 00:00:00-05:00,230.41787789282506,232.19981188776785,228.70562083004268,231.82151794433594,90152800,0.0,0.0,AAPL
2024-11-26 00:00:00-05:00,232.27945661483375,234.50937670519198,232.27945661483375,234.0016632080078,45986200,0.0,0.0,AAPL
2024-11-27 00:00:00-05:00,233.41433300973634,234.62884134649127,232.75730092131053,233.87225341796875,33498400,0.0,0.0,AAPL
2024-11-29 00:00:00-05:00,233.75278591990275,236.73927868022366,232.91657159263394,236.26144409179688,28481400,0.0,0.0,AAPL
2024-12-02 00:00:00-05:00,236.20171450499868,239.70585504150458,236.0922091638524,238.51126098632812,48137100,0.0,0.0,AAPL
2024-12-03 00:00:00-05:00,238.73028547870095,241.66700046466846,237.82437898500294,241.5574951171875,38861000,0.0,0.0,AAPL
2024-12-04 00:00:00-05:00,241.77649398259703,243.01091645834052,240.16379275322726,241.91586303710938,44383900,0.0,0.0,AAPL
2024-12-05 00:00:00-05:00,242.8914746561807,243.43898620611924,241.03984843814553,241.94573974609375,40033900,0.0,0.0,AAPL
2024-12-06 00:00:00-05:00,241.81633519239523,243.5285923470879,240.99007032901886,241.74664306640625,36870600,0.0,0.0,AAPL
2024-12-09 00:00:00-05:00,240.74117665680967,246.1268220997756,240.66153502923254,245.63902282714844,44649200,0.0,0.0,AAPL
2024-12-10 00:00:00-05:00,245.77840669680953,247.09247084593116,244.23538234840328,246.65444946289062,36914800,0.0,0.0,AAPL
2024-12-11 00:00:00-05:00,246.8435859006099,249.67079537394437,245.15122786747497,245.3802032470703,45205800,0.0,0.0,AAPL
2024-12-12 00:00:00-05:00,245.77842285664238,247.62009965003742,244.57386397408158,246.84361267089844,32777500,0.0,0.0,AAPL
2024-12-13 00:00:00-05:00,246.70421556592945,248.16758302178013,245.13132757947596,247.0128173828125,33155300,0.0,0.0,AAPL
2024-12-16 00:00:00-05:00,246.87345818165343,250.2481944775453,246.53497744922532,249.9097137451172,51694800,0.0,0.0,AAPL
2024-12-17 00:00:00-05:00,248.95404406138837,252.68716009783537,248.655391740455,252.33872985839844,51356400,0.0,0.0,AAPL
2024-12-18 00:00:00-05:00,251.02467749046986,253.13512753347695,246.62457993830327,246.9331817626953,56774100,0.0,0.0,AAPL
2024-12-19 00:00:00-05:00,246.3856613682502,250.86540066585474,245.97750369773615,248.66534423828125,60882300,0.0,0.0,AAPL
2024-12-20 00:00:00-05:00,246.92322076153135,253.8518908180873,244.58381048961357,253.3441925048828,147495300,0.0,0.0,AAPL
2024-12-23 00:00:00-05:00,253.62294818149482,254.49897581061583,252.30888395267968,254.12069702148438,40858800,0.0,0.0,AAPL
2024-12-24 00:00:00-05:00,254.3396705835317,257.0474099027653,254.14055892454206,257.0374755859375,23234700,0.0,0.0,AAPL
2024-12-26 00:00:00-05:00,257.0275101814573,258.9289141129315,256.47003399402934,257.853759765625,27237100,0.0,0.0,AAPL
2024-12-27 00:00:00-05:00,256.66912911312295,257.53523753189216,251.92061656694878,254.43922424316406,42355300,0.0,0.0,AAPL
2024-12-30 00:00:00-05:00,251.0943626150189,252.3586488565982,249.62103037787767,251.0644989013672,35557500,0.0,0.0,AAPL
2024-12-31 00:00:00-05:00,251.30342042234355,252.1396347735265,248.30696287880588,249.29251098632812,39480700,0.0,0.0,AAPL
